Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,label,class
TNPO3,7,3,0,5,5,2,1,0,9,137,13,0,0,52,4,0,6,5,0,227,0,194,6.681498285,2.688949838,19.64766079,8.499845887,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.042640753,0.000206573,7,128594948,128695198,821362.2,361,2.50E-06,0.50505,0.05151744,17,53.67568,97.48649,0.8739695,129.7934,15.42295,44.29231,0.000199342,47,2.943396226,0,0
SNORA15,23,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,31,0,29,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
TRDV3,0,0,0,2,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,15,0,15,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1,0,0
ARFGAP3,0,4,0,1,7,5,0,0,0,55,4,0,0,26,3,0,7,5,0,93,0,93,10.28206733,0.581358014,19.46321003,7.554588852,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.101281681,0.010561331,22,43192532,43253408,722785.5,187,2.28E-06,0.49797,0.06024396,20,48.67568,93.2973,0.8528756,137.1738,20.82295,41.03772,0.000136978,10,2.481481481,0,0
MIR4300,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
PIKFYVE,12,13,0,2,16,3,0,1,13,315,30,0,0,109,14,0,18,4,1,505,0,392,6.681498285,2.688949838,17.9683923,9.076815597,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,209130991,209223474,256462.2,539,3.57E-06,0.399415,0.009826559,12,49.72973,96.83784,0.8868791,132.377,15.19344,39.12395,5.49E-05,8,3.3,0,0
SNORA7B,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
CYLC2,0,39,0,15,14,0,1,0,7,189,11,0,0,34,3,0,17,0,0,296,0,246,6.681498285,2.688949838,13.70827994,10.24792751,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,105757593,105780770,13383.54,1215,7.28E-06,0.34679,-0.03050604,1,46.86486,94.2973,0.8870815,83.2459,3,34.00054,0,2,5.8,0,0
ICT1,0,6,0,0,1,0,1,0,0,37,5,0,0,9,2,0,2,1,0,58,0,52,6.681498285,2.688949838,20.08380392,7.426264755,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.103463934,0.000927734,17,73008780,73017355,1111289,171,2.59E-06,0.51296,0.03071818,30,50.51351,90.24324,0.8572624,78.53115,3.921311,46.4001,0.001182722,242,4.4,0,0
MYO19,0,8,0,1,9,0,1,0,9,126,12,0,0,60,0,0,11,0,0,215,0,187,6.681498285,2.688949838,18.66907467,9.121533517,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,34851600,34891305,416821.8,556,2.67E-06,0.49061,0.02315673,29,52.43243,97.81081,0.8611658,93.54098,12.09508,54.30363,8.03E-07,4,2.262295082,0,0
SNORD113-8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
SLA2,0,7,0,2,1,2,0,0,2,39,4,0,0,27,7,1,2,2,0,88,0,77,6.681498285,2.688949838,19.95940487,7.46760555,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.288715602,0.047790404,20,35240924,35274558,1019481,176,2.58E-06,0.50564,0.06154166,12,54.89189,97.97297,0.7724328,126.1574,15.56721,56.99297,2.12E-05,9,1.857142857,0,0
PRPF39,0,18,0,4,2,0,0,0,3,77,13,0,0,19,2,0,7,1,0,130,0,122,6.681498285,2.688949838,17.83666803,9.144658243,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.168450299,0.002729511,14,45553302,45584802,234083.2,565,3.87E-06,0.37976,0.01411357,6,44.64865,94.72973,0.9036136,72.41967,7.481967,34.02696,1.21E-05,11,4.6,0,0
ZMYM6,5,5,0,3,17,7,0,0,30,166,26,0,0,56,4,2,34,9,0,278,0,241,6.681498285,2.688949838,19.45595225,8.939579214,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.097861271,0.000758706,1,35451769,35497569,719158.5,490,2.61E-06,0.45707,0.0304108,9,49.10811,97.32432,0.9216473,104.5115,6.62623,36.9907,5.85E-06,12,3.561403509,0,0
PRRC2A,0,6,0,4,26,3,2,1,6,303,18,0,0,114,4,0,29,4,0,454,0,362,6.681498285,2.688949838,21.26342338,7.599912842,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,6,31588450,31605553,2517260,193,2.33E-06,0.497505,0.02750207,38,48.08108,94.2973,0.9557963,163.5967,22.19016,53.71803,0.000551247,50,2.860869565,0,0
RNF2,0,69,0,0,2,0,1,0,2,55,7,0,0,12,4,0,31,1,0,120,0,117,6.681498285,2.688949838,18.40045838,8.842350343,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.354866949,0.037526208,1,185014551,185071740,346010,458,2.96E-06,0.3954,-0.001329797,5,52.40541,98.64865,0.8816908,140.0623,17.47869,37.90564,0.008709052,703,5.076923077,0,0
TDG,0,46,0,5,2,3,0,1,3,76,5,0,0,14,4,0,2,4,0,153,0,129,6.681498285,2.688949838,20.18338338,8.139551352,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.369727299,0.014998276,12,104359593,104382655,1190703,281,2.85E-06,0.4211,0.04017227,7,52.81081,95.18919,0.9176659,123.0885,13.56066,37.04843,2.42E-05,29,5.933333333,0,0
EIF4G1,0,27,7,15,5,6,2,0,20,269,28,0,0,83,7,0,17,8,0,444,0,337,6.681498285,2.688949838,20.46464745,8.071462363,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.0147483,6.13E-05,3,184032356,184053145,1447013,268,2.83E-06,0.51458,0.04445132,25,66.75676,98.08108,0.9406804,218.3115,36.49836,53.94515,0.000158736,73,3.69047619,0,0
NXN,0,8,0,0,1,1,0,0,0,69,4,0,0,37,0,0,1,1,0,118,0,101,6.681498285,2.688949838,19.84444925,8.558420713,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.059528435,0.004153677,17,702586,883010,941399.6,376,3.30E-06,0.502735,0.01473171,12,34.62162,70.16216,0.7497962,63.48197,2.396721,56.75318,9.09E-06,6,1.947368421,0,0
TRAV30,0,0,0,0,3,0,0,0,0,20,0,0,0,10,0,0,3,0,0,30,0,27,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.818181818,0,0
ROM1,0,7,0,2,4,2,0,0,0,46,3,0,0,13,0,0,5,2,0,70,0,71,6.681498285,2.688949838,21.36226545,7.768184325,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.867890895,0.004774807,11,62380213,62382590,2695768,217,2.57E-06,0.50549,0.04235029,26,47.05405,87.37838,0.9440294,140.2164,19.58361,58.08185,0,1,3.642857143,0,0
MEPE,0,29,0,4,5,1,0,0,3,130,5,0,0,40,1,1,6,5,0,208,0,182,6.681498285,2.688949838,18.69175272,9.074141463,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.920888026,0.002567749,4,88742563,88767966,423425.7,538,2.51E-06,0.37856,0.000946856,11,49.56757,96.67568,0.9385759,99.93443,6.019672,40.85115,0,1,3.341463415,0,0
ZNF606,0,12,0,3,3,3,0,0,12,166,13,0,0,54,2,0,3,4,0,261,0,208,6.681498285,2.688949838,20.21843316,9.440869168,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.271639988,0.046618688,19,58488447,58514714,1219985,694,3.05E-06,0.46771,-0.03034805,41,56.13514,99.37838,0.9469403,155.3475,21.99016,42.89243,2.28E-07,5,3.345454545,0,0
FAR2P1,0,0,25,0,0,0,0,0,9,0,0,0,15,0,0,0,2,0,0,47,0,43,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
KRT72,1,17,0,0,6,1,1,0,0,104,8,0,0,61,3,0,8,1,0,193,0,171,6.681498285,2.688949838,20.28824766,8.861086906,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,12,52979373,52995322,1280474,464,2.03E-06,0.45515,0.03644207,24,52.86486,90.75676,0.8753096,118.0787,14.82951,54.73961,8.82E-07,4,1.870967742,0,0
SLC35G1,0,34,0,0,2,0,0,0,0,43,1,0,0,23,1,0,8,1,0,95,0,83,6.681498285,2.688949838,18.92530321,9.204571144,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10,95653730,95662490,497832.3,589,1.89E-06,0.41605,0.00071105,11,43.62162,88.35135,0.9603062,96.34754,6.737705,40.18271,0,1,1.875,0,0
TBX15,0,43,0,13,0,3,0,0,0,161,12,1,0,66,6,0,1,3,0,301,0,231,6.681498285,2.688949838,16.42184048,9.857980995,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,119425666,119532179,87793.35,927,3.39E-06,0.414425,-0.003655262,3,56.24324,97.86486,0.8692508,95.25902,8.763934,47.80946,7.82E-07,5,2.71641791,0,0
LILRA1,0,33,0,13,3,3,0,0,0,182,12,1,0,90,7,0,3,4,0,337,0,276,6.681498285,2.688949838,19.9003285,9.290018847,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.388797053,0.035518808,19,55105113,55112540,978577.8,625,5.13E-06,0.45954,-0.001207161,35,46.40541,93.86486,0.9282033,142.2426,18.94098,57.47922,0,1,2.241758242,0,0
NSUN2,0,20,0,0,7,0,1,0,4,129,8,0,0,51,5,0,8,0,0,217,0,181,6.681498285,2.688949838,17.95080704,9.194756854,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.014063072,4.22E-05,5,6599355,6633157,253355.1,585,5.49E-06,0.45877,0.005516299,4,61,95.91892,0.8715138,170.4262,27.62295,45.41298,0.000137705,65,2.730769231,0,0
OTOL1,0,0,0,0,2,0,1,0,0,145,17,0,0,43,0,1,3,0,0,206,0,164,6.681498285,2.688949838,17.85340277,9.631177056,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,3,161214596,161221728,236814.3,792,5.10E-06,0.37207,-0.01305098,6,57.86486,96.37838,0.9566094,74.51475,7.291803,45.07861,0.000152065,24.91374182,3.681818182,0,0
PGLS,0,6,0,0,1,0,0,0,0,24,1,0,0,12,1,0,1,0,0,44,0,42,6.681498285,2.688949838,19.87513843,7.693486957,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.048523627,0.000584842,19,17622432,17632095,961639.7,206,2.78E-06,0.52423,0.04230078,28,39.45946,76,0.8553108,76.25574,11.10164,59.4633,5.39E-05,22,2,0,0
PPFIBP2,5,9,0,0,8,0,2,0,3,119,12,0,0,47,8,0,10,0,0,203,0,175,6.681498285,2.688949838,16.67048614,9.73809226,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,11,7535001,7674989,104306.7,853,3.34E-06,0.447775,0.01186681,17,54.32432,98.86486,0.8570845,152.5967,22.9082,47.9523,4.72E-06,7,2.895833333,0,0
MAP2K5,0,11,0,9,2,2,1,0,7,57,5,0,0,19,6,0,3,2,0,114,0,95,6.681498285,2.688949838,18.77871885,8.562242424,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.030983678,0.000152744,15,67835021,68099451,449735,377,1.96E-06,0.3945167,0.0307395,6,48.40541,93.40541,0.7394148,113.741,13.32131,38.63782,0.000119559,21,3.5,0,0
EN2,0,30,0,8,0,0,0,0,0,28,3,0,0,10,0,0,6,3,0,70,0,68,6.681498285,2.688949838,18.03025869,9.22881869,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.396403925,0.071972268,7,155250824,155257520,267699.2,599,4.30E-06,0.5416,-0.004203854,6,30.97297,63.24324,0.9046404,49.62951,5.278689,59.34146,0,1,2.818181818,0,0
RP11-468E2.9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,6,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
ARHGDIA,0,30,0,1,0,1,3,0,1,30,2,0,0,15,1,0,8,2,0,74,0,78,12.75249876,0.398415836,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.084704426,0.003776822,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000486214,92,2.125,0,0
C1orf146,0,8,0,1,0,1,0,0,1,28,3,0,0,7,2,0,1,1,0,49,0,46,0.087850895,0.097961138,18.21604954,9.036173613,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,92683573,92711366,304492,524,2.30E-06,0.383415,-0.002668194,8,42.7027,93,0.6860407,93.27213,1.767213,32.43493,0.000152065,24.91374182,4.25,0,0
LINC00086,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,12,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
BSG,0,8,17,5,6,0,0,0,1,53,3,0,0,32,1,0,7,1,0,118,0,108,13.69846712,0.715344787,20.6520099,8,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,571325,583492,1647685,255,4.34E-06,0.6006,-0.008297563,31,39,69.56757,0.8469902,56.31148,2.029508,63.7948,0.001092555,124,1.727272727,0,0
GRHPR,0,6,0,1,1,0,0,0,6,37,3,0,0,13,1,0,1,0,0,67,0,61,6.681498285,2.688949838,19.0279929,8.400879436,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.060121058,0.000378513,9,37422707,37436986,534559.2,337,2.30E-06,0.47524,0.03629879,6,44.7027,89.24324,0.8599998,137,20.07869,56.35914,0.000132013,32,2.928571429,0,0
RORB,0,42,0,11,0,1,1,0,1,116,16,0,0,63,3,0,3,1,0,250,0,200,6.681498285,2.688949838,16.54708807,9.836050355,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.253901556,0.039126372,9,77112252,77302115,95755.85,913,4.13E-06,0.3744233,-0.02086621,1,50.67568,96.43243,0.84795,123.8197,13.23279,44.16884,5.17E-05,17,2.125,0,0
TACR2,0,0,0,15,0,0,0,0,4,56,1,0,0,37,3,0,1,0,0,115,0,106,6.681498285,2.688949838,19.42620701,8.159871337,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.886792605,0.007055027,10,71163958,71176674,704482.8,285,1.80E-06,0.48228,0.05039302,14,44.2973,87.2973,0.9056997,85.11803,4.32459,58.83322,2.42E-07,2,1.578947368,0,0
HOXD10,0,22,0,14,3,1,1,0,0,90,7,0,0,46,1,0,11,2,0,172,0,151,6.681498285,2.688949838,17.89021796,9.773139207,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.941429353,0.143543234,2,176981492,176984669,242935.2,874,3.82E-06,0.40717,0.01503334,10,50.43243,94.16216,0.973517,152.6,20.94098,50.13747,6.79E-07,5,2.106382979,0,0
PRICKLE1,0,19,0,2,5,1,3,0,1,174,11,0,0,46,0,0,9,1,0,252,0,211,6.681498285,2.688949838,17.41845055,9.346513733,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.141130119,0.033228526,12,42852141,42983572,175175.6,650,3.99E-06,0.400165,0.005844714,5,57.75676,99.02703,0.9145995,137.177,16.66885,44.98835,0.000188525,16,3.957446809,0,0
TFAP2E,0,8,0,2,0,1,0,0,13,38,0,0,0,19,0,0,0,2,0,79,0,71,6.681498285,2.688949838,20.00125561,8.603626345,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.285728636,0.039129072,1,36038971,36060925,1049488,388,1.93E-06,0.44156,0.03392002,14,37.64865,72,0.8760472,69.00656,6.085246,59.14312,0.000152065,24.91374182,1.95,0,0
IGLJ6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
ZDHHC22,0,11,0,0,2,0,0,0,0,38,0,0,0,23,0,0,3,0,0,71,0,62,6.681498285,2.688949838,19.02072797,7.882643049,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,14,77597614,77608134,531874.1,235,2.29E-06,0.484735,0.0586352,8,41.81081,81.10811,0.8862914,25.57705,0.009836066,59.49336,0,1,1.583333333,0,0
RAP2A,0,25,0,3,0,0,0,0,0,19,1,0,0,15,0,0,1,2,0,60,0,57,6.681498285,2.688949838,18.38841929,9.060695932,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.091419196,0.0005356,13,98086475,98120251,343134.6,533,3.06E-06,0.38999,0.02846628,4,41.97297,80,0.9164717,140.4426,14.33443,53.63886,0.000204717,34,1.25,0,0
ITGAL,0,3,0,14,17,1,2,0,0,231,18,0,0,107,15,2,20,2,0,388,0,322,6.681498285,2.688949838,21.11855332,7.159871337,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.546264564,0.046035864,16,30483983,30534505,2276763,142,2.00E-06,0.512005,0.05656461,47,47.2973,94.67568,0.8937973,158.1574,24.47541,54.90291,0.000104807,6,2.453703704,0,0
PRDX4,0,6,0,2,0,0,0,0,1,51,3,1,0,10,1,0,0,0,0,75,0,65,6.681498285,2.688949838,18.91439272,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.488618788,0.091967682,23,23685645,23704513,494081.6,443.4357224,2.34E-06,0.41657,0.03502326,3,30.27027,72.48649,0.887465,87.54098,8,38.58075,0.000465384,49,5,0,0
PHKA2,0,12,0,9,3,5,1,0,15,239,24,0,0,102,11,1,6,6,0,410,0,308,6.681498285,2.688949838,17.47960108,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.332495837,0.050354357,23,18910417,19002480,182760.3,443.4357224,2.89E-06,0.450345,0.03500774,6,33.64865,77.16216,0.8800567,125.0197,17.14098,48.4862,7.90E-06,15,2.708737864,0,0
ZNF184,0,14,0,12,3,5,1,0,0,170,15,0,0,53,2,0,4,5,0,266,0,212,6.681498285,2.688949838,17.30882961,9.245552706,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.076970177,0.000539616,6,27418522,27440897,162358.2,606,5.00E-06,0.40446,0.0372702,14,56.81081,99.62162,0.9563406,164.0197,25.5541,39.72734,5.56E-07,4,3.555555556,0,0
LCN2,1,1,0,8,2,0,0,0,21,34,2,0,0,20,1,0,2,0,0,88,0,78,6.681498285,2.688949838,20.74933834,7.658211483,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.474132842,0.042001703,9,130911732,130915734,1762678,201,2.00E-06,0.54061,0.04419654,28,51.78378,94.89189,0.9100108,136.7967,17.01967,57.20151,8.20E-06,8,1.761904762,0,0
ERVK13-1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,3,0,0,37,0,34,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0,1,0,0,0
KCTD21,0,23,0,2,3,0,0,0,0,46,8,0,0,28,0,0,3,0,1,106,0,93,6.681498285,2.688949838,19.07198235,7.707359132,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,11,77882301,77899664,551109.6,208,2.68E-06,0.44761,0.02318737,14,69.24324,96.08108,0.9533938,148.7213,25.76721,53.17211,6.39E-06,4,1.862068966,0,0
PPP1R11,0,17,0,5,2,0,0,0,2,22,1,0,0,7,2,0,4,0,0,54,0,49,6.681498285,2.688949838,20.79569805,8.957102042,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.126117896,0.000658072,6,30034932,30038106,1820240,496,2.97E-06,0.43376,0.0298289,21,47.08108,97.75676,0.8583385,112.2098,7.914754,56.98551,3.20E-06,11,3.125,0,0
MS4A4A,0,21,0,3,1,0,0,0,0,70,6,0,0,25,1,0,1,0,0,126,0,109,6.681498285,2.688949838,18.84223431,9.786269628,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,11,60048139,60076444,469977.2,882,3.69E-06,0.38936,0.007764174,19,53.05405,98.18919,0.8748104,112.3934,8.232787,43.0871,0.000152065,24.91374182,2.961538462,0,0
CTD-2600O9.1,0,3,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,21,0,18,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,3,0,0
SYCP2,0,20,0,2,28,10,3,0,1,323,48,0,0,67,18,0,38,12,0,470,0,327,6.681498285,2.688949838,16.16489475,9.719388821,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.732218651,0.051212136,20,58438619,58507209,73470.38,842,4.32E-06,0.40269,-0.02991066,9,42,86.86486,0.8930492,84.82623,6.065574,31.05127,0.000152065,24.91374182,5.867647059,0,0
ZNF554,0,4,0,0,2,1,0,0,0,75,7,0,0,30,1,0,2,1,0,117,0,106,6.681498285,2.688949838,20.29572522,8.189824559,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,2819872,2836733,1287128,291,2.78E-06,0.55392,0.02716941,30,50.67568,93.83784,0.9397368,116.5246,10.66885,48.06538,0,2,2.709677419,0,0
ZNF782,0,12,0,5,7,0,0,0,0,132,15,0,0,33,0,0,7,0,0,197,0,148,6.681498285,2.688949838,18.25625523,8.942514505,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,99579273,99616389,313097.1,491,2.73E-06,0.402955,0.01659609,9,57.10811,99.35135,0.9746566,174.3607,33.3377,40.27305,0.000152065,24.91374182,4.323529412,0,0
TMEM182,0,13,5,8,2,1,0,0,2,49,6,0,0,22,3,0,2,2,0,107,0,100,6.681498285,2.688949838,15.95313062,9.836050355,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,103378490,103434136,63440.12,913,3.77E-06,0.398405,-0.0027845,11,49.83784,98.10811,0.8373903,125.3377,11.51475,43.20651,0,1,2.565217391,0,0
UCHL1,0,10,0,7,0,0,0,0,2,42,4,0,0,14,0,0,5,1,0,73,0,74,6.681498285,2.688949838,17.77370072,7.577428828,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.498219993,0.075387747,4,41258898,41270445,224086.2,190,2.70E-06,0.40891,0.03935703,5,45.35135,81.2973,0.866559,86.9541,6.560656,46.63755,0.000269578,52,3.066666667,0,0
C10orf129,0,8,0,0,3,0,0,0,1,67,6,0,0,23,2,0,5,0,0,105,0,80,0.565480463,1.531929511,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.852920858,0.019742613,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,3.125,0,0
