Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,label,class
ABL1,25,0,0,0,12,2,1,0,1,160,16,0,0,99,3,0,17,3,0,299,0,242,11.07108252,0.451685141,18.94737069,7.727920455,-0.018357472,0.024898643,0.04647865,0.010449998,-0.10911096,0.031004455,0.145104696,0.006650564,9,133589268,133763060,505505.7,211,2.43E-06,0.4654867,0.02867805,8,49.08108,91.27027,0.8753249,111.6492,13.1082,53.9179,0.001863735,180,1.81,1,1
AKT1,0,6,0,10,0,0,0,0,0,124,2,0,0,35,0,0,0,0,0,177,0,158,11.9013899,0.30947372,19.44105809,7.95419631,-0.01604805,0.031938437,0.052286148,0.017221581,-0.117894985,0.036542855,0.09060703,0.000982732,14,105235689,105262080,711772.2,247,2.72E-06,0.60383,0.03599851,12,40.51351,80.45946,0.8555161,71.94426,2.514754,61.99387,0.002771845,253,3.5,1,1
ALK,0,19,0,0,12,3,2,0,6,358,25,0,0,176,10,0,14,4,0,593,0,443,2.759224244,5.601346627,17.62541919,9.786269628,0.02325528,0.014714645,0.052760005,0.012351356,-0.056865532,0.012350625,0.145018186,0.040757847,2,29415641,30144432,202198.4,882,2.56E-06,0.429635,0.01878041,9,51.48649,93.97297,0.8414963,117.6033,13.40984,53.27906,0.000155371,62,2.237288136,1,1
ARAF,0,7,0,0,21,1,1,0,0,110,7,0,0,38,3,0,22,1,0,165,0,159,10.34066856,0.311896361,19.56423733,8.594903589,0.0029176,0.013779471,0.023430929,0.010637551,-0.063676976,0.018181428,0.28682916,0.035087619,23,47420516,47431319,775214.2,443.4357224,2.73E-06,0.47047,0.03801457,16,28.05405,60,0.9316594,36.09508,0.4,58.62421,0.000282272,80,3.102564103,0,1
ATM,0,13,0,0,75,21,8,0,6,553,107,1,0,118,37,0,86,21,0,832,0,635,9.812150526,0.808548907,18.66566312,9.187352073,-0.031743772,0.032444723,0.040505476,0.010243551,-0.14058605,0.046182755,0.134311695,0.00162483,11,108093559,108239826,415837.3,582,2.49E-06,0.3894167,0.01619721,10,44.86486,94.13514,0.8988393,129.0492,15.40656,35.17429,0.001447922,135,6.033613445,1,1
BRAF,0,9,0,0,7,1,7,0,0,837,17,0,0,44,7,0,15,2,0,912,0,797,7.151150957,0.645679798,18.2193562,9.269126679,0.055483073,0.03476184,0.09798444,0.031567186,-0.07273199,0.02251437,0.332247826,0.005149957,7,140433815,140624564,305190.7,616,3.16E-06,0.40297,0.02459647,10,48.67568,93.32432,0.8873112,134.6033,15.04262,38.43735,4.78E-05,42,19.15555556,1,1
BRCA1,5,1,0,1,19,8,2,0,2,244,39,0,0,62,9,1,21,9,0,363,0,314,8.20034468,1.562260115,20.48368,7.658211483,-0.002437814,0.02484179,0.053351436,0.011905657,-0.09858228,0.03253014,2.628634602,0.106627125,17,41196313,41277500,1466229,201,2.17E-06,0.46607,0.02652095,38,58.97297,98.67568,0.9199338,169.882,30.20984,39.3769,0.011628643,560,4.761904762,1,1
BRCA2,0,6,0,3,50,25,4,0,1,554,72,0,0,115,8,0,54,25,0,759,0,515,6.535125331,2.934555414,17.75565044,8.854868383,-0.033364106,0.042727545,0.053478934,0.01960151,-0.14494678,0.050303634,0.867041903,0.0268838,13,32889617,32973809,221300,462,2.48E-06,0.394025,0.04401204,5,50.13514,97.48649,0.9404518,113.8426,10.00328,34.61398,0.000313968,67,5.681034483,1,1
CDK4,0,8,0,1,2,2,2,0,0,58,2,0,0,18,0,0,4,2,0,87,0,80,11.44164312,0.656208633,20.14675013,8.430452552,0.04389504,0.06937762,0.08832624,0.08941204,-0.05320592,0.011855687,0.290734886,0.004255677,12,58142005,58146164,1160849,344,2.39E-06,0.46755,0.03909095,39,56.10811,98.7027,0.9091528,169.3148,26.49508,50.919,0.001104291,138,3.263157895,0,1
CDKN2A,3,27,1,1,55,19,15,1,0,174,150,0,0,31,36,0,75,23,0,415,0,443,6.681498285,2.688949838,17.78216319,8.483815777,-0.13693155,0.25531632,0.04049112,0.011707412,-0.34221733,0.45863917,0.499665852,0.078922908,9,21967752,21994490,225404.5,357,2.76E-06,0.39023,-0.01478296,20,25.94595,53.35135,0.9382202,104.5311,15.19016,60.59624,0.000959249,141,11.875,1,1
EGFR,0,17,0,0,3,1,29,7,96,434,23,0,0,124,4,0,36,8,0,694,0,540,6.681498285,2.688949838,18.69196872,8.396604781,0.108843386,0.15793543,0.15257256,0.19007403,-0.045978792,0.013418733,0.211434287,0.025857814,7,55086725,55275030,423489.1,336,4.01E-06,0.41849,-0.01337574,3,180.8649,94.05405,0.8729967,141.4164,15.1082,50.51123,0.017936716,800,3.752,1,1
ERBB2,0,5,0,1,6,1,1,6,16,313,5,0,0,96,7,0,8,7,0,442,0,363,6.681498285,2.688949838,20.29332907,7.826548487,0.031335298,0.09107986,0.09801236,0.112934776,-0.09005468,0.028468594,0.836267622,0.148268136,17,37844393,37884914,1284992,226,2.19E-06,0.55466,0.03763767,25,49.10811,92.97297,0.9064641,116.1115,10.36066,58.98723,0.000661984,122,3.422680412,1,1
ERCC2,0,17,0,1,1,0,1,0,28,142,4,1,0,57,2,0,4,4,0,246,0,220,6.681498285,2.688949838,20.28823075,7.754887502,0.000669798,0.026704054,0.061312176,0.01761079,-0.082977824,0.027179386,0.189623962,0.008503651,19,45854649,45873845,1280459,215,2.12E-06,0.5236,0.02319392,30,44.54054,82.51351,0.8829578,85.50492,7.557377,59.67763,3.21E-05,32,2.551724138,0,1
ESR1,0,50,0,4,4,1,3,0,2,134,11,0,0,52,3,0,12,3,0,249,0,221,6.681498285,2.688949838,17.75595421,9.152284842,-0.035051964,0.033634994,0.039320547,0.011072869,-0.13882452,0.046632174,1.438874975,0.264693394,6,152011631,152424406,221346.6,568,4.00E-06,0.39642,-0.000170025,7,46.48649,87.97297,0.8098083,92.40328,7.406557,50.50163,0.007286856,630,2.811320755,0,1
EWSR1,3,8,13,0,8,1,1,0,7,109,13,1,0,37,2,0,16,1,0,186,0,173,6.681498285,2.688949838,19.70526266,7.977279923,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.043860968,0.000160435,22,29663998,29696514,854819.9,251,2.24E-06,0.5018,0.05051948,11,52.48649,95.75676,0.8713408,115.5082,12.93115,48.30721,0.00380071,235,3.289473684,0,1
FGFR1,0,26,0,3,1,1,0,0,28,145,6,0,0,66,4,0,2,1,0,277,0,228,6.681498285,2.688949838,19.68185452,8.577428828,0.013592087,0.08080154,0.100147605,0.07112533,-0.14788735,0.05880755,0.720673177,0.023631984,8,38268657,38326352,841062.1,381,2.33E-06,0.440255,0.04749547,18,51.59459,95.91892,0.8639175,116.282,13.3377,54.18917,0.00027044,44,2.328358209,0,1
FGFR2,40,0,0,9,8,5,2,4,31,269,9,0,0,59,3,1,16,12,0,412,0,323,6.681498285,2.688949838,17.63962758,8.596189756,-0.037000604,0.038229153,0.041446686,0.018942904,-0.13816085,0.04493292,0.174776324,0.018282617,10,123237845,123357972,204199.6,386,2.24E-06,0.44943,-0.008783812,3,51.21622,96.62162,0.8863514,133.4689,16.13443,47.55254,6.55E-05,21,4.833333333,1,1
FGFR3,0,32,0,0,7,1,0,0,18,180,3,0,0,70,1,0,8,2,0,302,0,244,6.681498285,2.688949838,19.71295111,7.8008999,-0.0193886,0.031369213,0.047988664,0.018744614,-0.11356574,0.033802953,0.043991275,0.003794586,4,1795039,1810599,859387.6,222,2.37E-06,0.57491,0.04176044,19,32.48649,59.72973,0.9197454,58.09508,5.016393,65.56951,0.000330134,38,2.605633803,1,1
FLT3,0,19,0,0,5,4,0,0,2,225,25,0,0,84,15,0,6,4,0,369,0,287,6.681498285,2.688949838,18.40079815,9.2644426,-0.028486986,0.041428544,0.055265438,0.022289244,-0.13791147,0.045298964,0.458867285,0.102589681,13,28577412,28674729,346091.5,614,3.01E-06,0.446165,0.04212426,12,52.35135,95.56757,0.8730098,120.3574,14.10164,39.53419,5.36E-06,12,3.164705882,1,1
HRAS,0,5,0,4,1,0,0,1,10,143,2,0,0,8,0,0,4,1,0,169,0,163,6.681498285,2.688949838,20.90977958,7.888743249,-0.031046163,0.027115475,0.035561085,0.007564154,-0.1262163,0.039656762,0.443918654,0.028839998,11,532243,535550,1970020,236,2.97E-06,0.57226,0.0415969,44,39.75676,74.56757,0.9179915,92.88852,6.701639,63.37628,0.000264187,65,16.22222222,1,1
IDH1,1,11,0,2,4,3,0,0,0,551,4,0,0,16,2,0,4,5,0,585,0,577,6.681498285,2.688949838,17.99019318,9.076815597,0.001938822,0.015708273,0.04067348,0.007949388,-0.085202634,0.022196578,0.105898306,0.002753539,2,209100954,209119806,260367.1,539,3.38E-06,0.42101,0.0167467,12,53.51351,98.24324,0.9023753,119.0492,11.30492,41.97784,0.000129593,50,32.94117647,1,1
IDH2,0,4,0,0,5,4,1,1,1,86,2,0,0,20,1,0,7,6,0,112,0,106,6.681498285,2.688949838,19.6996797,7.592457037,-0.000286031,0.024747191,0.054448836,0.017913556,-0.08891032,0.023108762,0.443918654,0.028839998,15,90627214,90645708,851518.3,192,2.31E-06,0.50917,0.0381749,17,46.13514,87.56757,0.8990257,130.5344,16.68525,57.58671,8.93E-06,14,4.476190476,1,1
JAK2,0,19,0,4,7,4,0,0,1,158,45,0,0,57,10,0,10,5,0,290,0,220,6.681498285,2.688949838,17.96401308,9.310612782,-0.037929375,0.048232585,0.05478021,0.024946721,-0.15674806,0.05294586,0.443918654,0.028839998,9,4985245,5128182,255684.9,634,2.22E-06,0.39087,0.02805088,8,43.40541,92.94595,0.812583,128.7967,17.41311,34.23618,0.0005218,96,3.74137931,1,1
KDM6A,0,38,3,1,53,27,2,1,8,202,71,0,0,59,49,0,67,33,0,414,0,407,6.681498285,2.688949838,15.85674162,8.594903589,-0.001037848,0.014404621,0.021190919,0.008892329,-0.07202484,0.02539469,0.443918654,0.028839998,23,44732423,44971843,59340,443.4357224,2.15E-06,0.3989433,0.03567596,4,30.94595,75.02703,0.8702386,63.53115,2.016393,37.83184,0.000118777,23,5.833333333,1,1
KIT,0,49,0,5,2,2,1,2,0,283,17,0,0,79,11,0,6,6,0,439,0,339,6.681498285,2.688949838,16.50083223,9.344295908,-0.00304073,0.03278809,0.053345773,0.03181971,-0.09004211,0.021809736,0.169940458,0.029503724,4,55524095,55606879,92734.38,649,3.49E-06,0.40931,0.000420871,4,52.7027,97.72973,0.8809303,119.3803,12.24262,41.8746,0.000193375,40,3.9375,1,1
KRAS,35,24,0,1,0,1,0,2,1,832,3,0,0,22,0,0,10,8,0,903,0,832,6.681498285,2.688949838,17.98367558,9.002815016,0.05009079,0.0613431,0.09805738,0.07162861,-0.062237162,0.01925551,0.236074447,0.003415085,12,25358180,25403854,259193.5,512,3.56E-06,0.37867,0.0163318,7,116.5405,95.45946,0.8833977,104.9016,6.898361,33.15977,0.000268849,37,36.43478261,1,1
MAP2K1,0,12,0,4,1,1,5,0,0,102,3,1,0,22,0,0,7,1,0,143,0,135,6.681498285,2.688949838,18.94959164,7.434628228,-0.013205354,0.019630508,0.041350126,0.008925701,-0.09613648,0.024502821,0.135731779,0.007818672,15,66679211,66783881,506284.5,172,2.00E-06,0.437985,0.04311826,13,53.67568,96.37838,0.7201622,146.1934,21.10164,47.01832,0.000169693,53,4.608695652,1,1
MDM2,0,12,0,9,6,1,1,0,2,65,3,0,0,22,2,0,8,1,0,114,0,103,6.681498285,2.688949838,19.04591933,7.839203788,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.090294832,0.001005247,12,69201971,69239211,541242.9,228,2.66E-06,0.41862,0.03186443,9,52.67568,95.21622,0.8835613,160.2361,19.48197,37.12733,0.010626036,733,3.086956522,0,1
MET,11,4,0,0,5,4,1,0,0,266,25,0,0,114,16,1,8,4,0,435,0,319,6.681498285,2.688949838,19.09049781,8.038918989,0.059699126,0.04137905,0.100732766,0.041106354,-0.06749747,0.020829897,0.242730146,0.026539571,7,116312459,116438439,558228.1,262,2.72E-06,0.391515,0.002308467,5,57.24324,98.54054,0.9250968,164.4393,22.96393,40.78859,7.15E-05,34,2.704347826,1,1
MTOR,0,19,0,0,6,6,2,0,3,446,30,0,0,130,6,0,9,6,0,633,0,464,6.681498285,2.688949838,19.13863179,8.703903573,-0.03157797,0.030439937,0.038751025,0.010028656,-0.13462771,0.04248348,0.443918654,0.028839998,1,11166589,11322608,577167,416,1.91E-06,0.4621067,0.03177134,14,51.43243,97.97297,0.8810395,134.7967,17.5377,49.311,0.001128728,128,3.72519084,0,1
NF1,2,63,0,4,106,38,7,0,10,427,229,0,0,145,89,0,153,43,0,924,0,749,6.681498285,2.688949838,18.81893693,8.632995197,-0.00809465,0.03665149,0.053153183,0.013179821,-0.111353904,0.05924048,0.195424709,0.016838874,17,29421945,29704694,462448.7,396,2.21E-06,0.4001225,0.02610505,11,50.27027,95.78378,0.7789417,134.6164,17.37705,38.25856,8.03E-05,26,5.363013699,1,1
NRAS,0,17,0,3,2,2,0,0,0,294,6,0,0,9,5,1,6,4,0,329,0,316,6.681498285,2.688949838,19.19616793,8.885696373,-0.016631568,0.027677916,0.041893184,0.011433501,-0.12750997,0.039673816,0.102640145,0.004991088,1,115247079,115259515,600650.2,472,2.66E-06,0.39544,0.01059793,15,44.89189,97.91892,0.8718149,154.8426,24.70164,42.64284,3.59E-05,18,30.7,1,1
NTRK1,1,0,0,0,3,0,1,0,4,187,6,0,0,95,11,0,4,0,0,304,0,257,6.681498285,2.688949838,20.52208245,7.707359132,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.443128701,0.035719135,1,156785542,156851642,1505782,208,3.05E-06,0.51285,0.04542559,41,46.91892,88.83784,0.8683375,96.90164,9.622951,58.96913,0.055172583,1945,2.125,0,1
NTRK2,0,18,0,27,4,1,0,1,30,165,12,0,0,98,4,0,6,2,0,352,0,289,6.681498285,2.688949838,14.08883957,9.436711542,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.32970008,0.056775054,9,87283466,87638505,17423.62,692,2.99E-06,0.40614,0.001115233,6,53.75676,97.81081,0.8380422,122.5574,15.59344,45.83853,4.82E-05,24,1.848484848,0,1
NTRK3,9,20,0,3,4,0,0,0,128,304,22,0,0,133,11,0,15,2,0,617,0,438,6.681498285,2.688949838,16.92601448,9.513727596,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.341523843,0.06784315,15,88419988,88799661,124518.7,730,5.59E-06,0.4422125,-0.05718258,1,48.91892,90.02703,0.8202466,95.30492,7.665574,50.93498,1.33E-05,11,2.514925373,0,1
PDGFRA,0,76,0,0,5,1,4,0,41,338,20,0,0,110,10,0,10,2,0,593,0,413,6.681498285,2.688949838,15.65013906,9.019590728,-0.001103293,0.041930128,0.056525607,0.046525095,-0.089995936,0.021820772,0.497340495,0.073204642,4,55095264,55164411,51422.46,518,3.12E-06,0.435665,0.02673092,6,54.16216,98.89189,0.888827,137.6164,16.57377,46.06022,0.000132803,29,3.324324324,1,1
PDGFRB,0,22,0,0,8,0,1,0,0,193,13,0,0,114,8,0,13,0,0,346,0,266,6.681498285,2.688949838,20.0225561,7.839203788,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.694056004,0.078511147,5,149493403,149535422,1065098,228,1.52E-06,0.47661,0.0490575,17,46.16216,90.32432,0.8844624,117.6426,14,56.57327,0.000176997,47,1.860869565,0,1
PIK3CA,0,10,0,2,1,2,45,0,1,1662,11,1,0,61,3,4,48,4,0,1751,0,1434,6.681498285,2.688949838,18.61644223,9.262094845,0.06910095,0.05638708,0.117577285,0.06212429,-0.060237072,0.01808568,0.117388251,0.001792412,3,178866311,178952495,401889.3,613,4.17E-06,0.38477,0.01079402,4,61.27027,93.59459,0.9084126,163.1246,24.19672,35.086,0.00023606,52,27.06451613,1,1
PTCH1,0,35,0,0,29,12,1,0,9,255,24,0,0,120,7,0,39,12,0,441,0,351,6.681498285,2.688949838,17.51185996,8.997179481,-0.020289466,0.024884606,0.043955907,0.009669211,-0.11391922,0.032279287,0.443918654,0.028839998,9,98205266,98279247,186892.9,510,2.18E-06,0.44067,0.05274564,5,48.2973,91.16216,0.9030711,108.5344,12.83934,51.1038,0.001124455,88,2.462809917,1,1
PTEN,0,95,0,17,243,106,23,1,3,537,242,0,0,29,80,2,308,124,0,946,0,921,6.681498285,2.688949838,17.98636705,8.233619677,-0.058732234,0.048768587,0.030680696,0.005789694,-0.17120755,0.080129474,0.601496055,0.073593628,10,89623195,89728531,259677.5,300,1.86E-06,0.368245,0.03373138,14,42.02703,92.43243,0.8513979,120.1967,12.92787,36.19084,0.000787944,90,32.2,1,1
RET,0,58,0,0,8,3,2,0,8,248,17,0,0,121,3,0,16,7,0,445,0,341,6.681498285,2.688949838,18.79255234,9.139551352,-0.023034291,0.027979275,0.041436497,0.009125219,-0.119950965,0.04068328,0.180856747,0.040269768,10,43572517,43625795,454068.1,563,3.86E-06,0.505885,-0.01916108,3,44.51351,83.56757,0.8745592,102.2197,12.98689,55.48663,0.000140308,30,2.221311475,1,1
ROS1,0,21,0,8,19,9,0,0,3,585,62,1,0,161,23,0,21,10,0,861,0,574,6.681498285,2.688949838,17.36395249,8.28077077,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.73299623,0.040927561,6,117609530,117747018,168681.7,310,3.88E-06,0.380085,-0.01750335,14,49.40541,96.56757,0.9044038,121.0426,12.25246,39.77923,6.16E-07,6,4.191358025,0,1
SMARCB1,0,8,0,11,7,6,2,0,5,75,9,0,0,26,1,0,10,6,0,134,0,125,6.681498285,2.688949838,19.28174035,7.622051819,-0.02471587,0.032841243,0.05504757,0.015163207,-0.11244569,0.03759263,0.03277117,0.000241607,22,24129150,24176704,637355.2,196,3.05E-06,0.51647,0.05239067,16,50.10811,91.43243,0.8798835,151.4787,24.58689,54.12715,0.000671394,114,3.37037037,1,1
TSC1,0,37,0,6,32,1,3,0,8,153,30,0,0,71,14,0,42,3,0,310,0,273,6.681498285,2.688949838,20.87237128,8.851749041,-0.019006921,0.026055621,0.0465394,0.010999513,-0.11047426,0.032706145,0.640895287,0.023478215,9,135766735,135820020,1919595,461,2.62E-06,0.46821,0.03330065,11,54.45946,98.83784,0.8582209,182.1279,22.97705,45.90535,9.04E-05,40,2.75,1,1
TSC2,0,1,0,1,19,2,3,0,3,227,26,0,0,129,15,0,23,2,0,401,0,326,6.681498285,2.688949838,20.71574838,7.50779464,0.010492235,0.024627492,0.06698952,0.017213799,-0.076107666,0.023600992,0.848576217,0.008460025,16,2097990,2138712,1722112,181,2.02E-06,0.59901,0.04351756,46,41.7027,84.40541,0.8844472,104.9311,12.23279,59.59984,0.000271804,56,2.076923077,0,1
RP13-395E19.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
ADARB1,0,40,17,7,3,0,0,0,16,130,7,0,0,59,3,0,5,2,0,275,0,210,8.666686653,1.092780401,19.1861556,7.971543554,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.511590402,0.036949987,21,46494493,46646478,596496.1,250,3.12E-06,0.5034767,0.04181516,30,46.24324,96.13514,0.8851816,119.5115,13.81967,51.20784,9.81E-06,20,2.333333333,0,0
APOC3,0,6,0,3,0,0,0,0,1,16,2,0,0,15,0,0,0,0,0,43,0,41,1.950060484,19.34301716,18.68474691,8.339850003,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.63978865,0.032345475,11,116700624,116703787,421374.5,323,2.38E-06,0.47811,0.03901529,7,42.43243,86.37838,0.8859116,81.32787,5.527869,58.39288,3.44E-06,5,1.125,0,0
OR8B12,0,1,0,0,2,0,0,0,0,93,4,0,0,67,0,0,2,0,0,165,0,139,6.681498285,2.688949838,17.38848151,9.544964433,-0.033583995,0.033063952,0.039815746,0.009377479,-0.14232065,0.048351724,0.443918654,0.028839998,11,124412620,124413550,171574.2,746,3.67E-06,0.38342,-0.000715236,27,55.24324,98.32432,1,90.23279,2.586885,46.85515,0.000152065,24.91374182,1.426470588,0,0
RP11-427H3.3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,1,0,13,0,13,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
PAM,16,0,0,11,9,3,0,0,1,142,10,0,0,47,6,0,12,4,0,229,0,202,6.681498285,2.688949838,17.65398843,9.105908509,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.547915311,0.057159369,5,102201527,102366806,206242.4,550,3.14E-06,0.353635,0.009242691,3,42.45946,92.2973,0.8401342,111.9082,10.42951,39.39805,3.68E-05,15,3.354166667,0,0
C1orf21,0,87,0,12,1,0,0,0,0,21,1,1,0,5,0,0,11,3,0,114,0,87,9.705865559,2.063888227,17.98251681,9.328674927,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.238780719,0.019385982,1,184356150,184598155,258985.4,642,2.67E-06,0.3986733,-0.00680807,8,55.02703,98.27027,0.4364841,100.1115,8.370492,38.96581,6.32E-06,5,3.666666667,0,0
PAPL,0,10,0,18,1,0,0,0,2,87,7,1,0,44,2,0,2,0,0,170,0,153,6.681498285,2.688949838,20.65649208,7.994353437,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,39574945,39602126,1652812,254,2.52E-06,0.49095,0.02878974,31,51.64865,90.78378,0.9103139,130.0164,17.22623,58.49501,0.000152065,24.91374182,2.133333333,0,0
PTMS,0,19,0,0,0,0,2,0,1,10,2,1,0,5,1,0,2,0,0,39,0,36,6.681498285,2.688949838,21.4253117,7.864186145,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.286933577,0.029138019,12,6875541,6880116,2816186,232,2.52E-06,0.48762,0.04794548,26,47.56757,91.16216,0.8769701,118.977,15.10164,56.95984,7.63E-05,32,2.166666667,0,0
MATN4,0,3,0,3,1,0,0,0,2,154,2,0,0,77,5,0,3,0,0,244,0,203,6.681498285,2.688949838,19.93956774,7.87036472,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.632606813,0.033951369,20,43922087,43936967,1005559,233,2.34E-06,0.44672,0.03611301,23,50.45946,86.40541,0.8591342,82.53443,5.668852,60.88919,1.06E-05,4,2.064102564,0,0
DMRT1,0,22,0,2,2,1,0,0,0,64,2,0,0,25,0,0,4,2,0,112,0,108,6.681498285,2.688949838,16.38253369,9.283088353,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.301147176,0.077514036,9,841690,969088,85433.65,622,2.59E-06,0.439705,0.008215378,8,42.81081,85.02703,0.790004,84.91148,6.006557,53.14492,6.00E-07,2,2.576923077,0,0
GPR149,0,6,0,16,9,1,0,0,1,223,15,0,0,100,3,0,10,2,0,362,0,288,6.681498285,2.688949838,16.54378011,9.854868383,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,3,154055462,154147504,95536.54,925,5.25E-06,0.371515,-0.007920333,4,63.10811,97.05405,0.72262,196.5115,35.92459,45.857,0.000152065,24.91374182,2.396039604,0,0
PSMB10,0,6,0,5,2,0,0,0,0,24,0,0,0,17,0,0,2,0,0,52,0,48,6.681498285,2.688949838,19.74687429,7.312882955,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.088233091,0.004088637,16,67968407,67970753,879834.5,158,1.67E-06,0.52494,0.04960163,45,41.21622,80.24324,0.9564569,140.3344,23.34426,59.99417,1.14E-05,22,1.333333333,0,0
MYBL2,0,12,0,0,0,0,1,0,0,130,5,0,0,69,0,0,1,0,0,216,0,181,6.681498285,2.688949838,18.54595879,8.113742166,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.300404911,0.044633247,20,42295709,42345122,382726.7,276,3.50E-06,0.4789,0.02441751,7,51.54054,93.91892,0.8842986,157.0066,28.50492,56.06007,4.45E-05,36,1.928571429,0,0
RBM28,0,15,0,5,12,1,0,1,3,108,12,0,0,30,4,0,12,4,0,175,0,159,6.681498285,2.688949838,19.78920312,8,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.043232153,0.000142678,7,127950436,127983962,906031.4,255,2.71E-06,0.47153,0.02214101,10,56.18919,98.59459,0.88891,161.318,27.38033,46.20189,3.06E-05,39,4.064516129,0,0
ZNF833P,0,0,0,0,0,0,0,0,1,0,0,0,144,0,0,0,0,2,0,143,0,108,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
ETV2,0,1,0,3,3,0,0,0,2,27,2,0,0,6,0,0,3,0,0,41,0,40,6.681498285,2.688949838,20.14916534,8.611024797,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,36132647,36135773,1162794,390,2.43E-06,0.5033,0.0265228,32,41.32432,73.45946,0.8457424,30.1377,0.5639344,62.43583,0,1,4.142857143,0,0
TSSC1,0,10,0,2,0,0,0,1,3,64,3,0,0,37,2,0,0,1,0,121,0,109,6.681498285,2.688949838,17.96559379,9.276124405,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.044796026,0.002445796,2,3192741,3381653,255965.2,619,4.02E-06,0.4841067,-0.00148056,2,52.67568,96.45946,0.7763461,86.81311,6.419672,49.84511,3.15E-05,24,1.842105263,0,0
ABRA,0,10,0,8,2,0,2,0,0,117,3,0,0,40,0,0,4,0,0,177,1,158,0.964177811,1.441723733,16.79310666,9.469641817,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.487545854,0.035611879,8,107771712,107782472,113559.9,708,4.11E-06,0.35217,0.0178425,3,57.02703,97,0.9626437,219.459,44.02295,52.43642,2.63E-07,4,2.926829268,0,0
